name,library_system,latitude,longitude,address,city,zip_code,county,phone
Norco Branch Library,Riverside County Library System,33.92926,-117.55944,3240 Hamner Ave.,Norco,92860,Riverside,(951) 735-5329
Nuview Branch Library,Riverside County Library System,33.82403,-117.12894,29990 Lakeview Rd.,Nuevo,92567,Riverside,(951) 928-0769
Palm Desert Branch Library,Riverside County Library System,33.72999,-116.38628,73-300 Fred Waring Dr.,Palm Desert,92260,Riverside,(760) 346-6552
Perris Branch Library,Riverside County Library System,33.786,-117.22745,163 E. San Jacinto,Perris,92570,Riverside,(951) 657-2358
San Jacinto Branch Library,Riverside County Library System,33.78222,-116.95866,595 S. San Jacinto Ave.,San Jacinto,92583,Riverside,(951) 654-8635
Sun City Branch Library,Riverside County Library System,33.71168,-117.18961,26982 Cherry Hills Blvd.,Sun City,92586,Riverside,(951) 679-3534
Temecula Public Library,Riverside County Library System,33.49696,-117.12289,30600 Pauba Road,Temecula,92592,Riverside,(951) 693-8900
Thousand Palms Library,Riverside County Library System,33.82335,-116.39738,31-189 Robert Rd.,Thousand Palms,92276,Riverside,(760) 343-1556
Valle Vista Library,Riverside County Library System,33.74757,-116.89368,25757 Fairview Ave.,Hemet,92544,Riverside,(951) 927-2611
Wildomar Library,Riverside County Library System,33.62368,-117.29052,34303 Mission Trail,Wildomar,92595,Riverside,(951) 471-3855
Woodcrest Community Library,Riverside County Library System,33.87967,-117.37262,16625 Krameria,Riverside,92504,Riverside,(951) 789-7324
4S Ranch,San Diego County Library,33.02112,-117.11439,10433 Reserve Dr,San Diego,92127,San Diego,(858) 673-4697
Alpine Library,San Diego County Library,32.83785,-116.77617,1752 Alpine Boulevard,Alpine,91901,San Diego,(619) 445-4221
Bonita-Sunnyside Library,San Diego County Library,32.66143,-117.03431,4375 Bonita Rd,Bonita,91902,San Diego,(619) 475-4642
Borrego Springs Library,San Diego County Library,33.25607,-116.38006,2580 Country Club Road,Borrego Springs,92004,San Diego,(760) 767-5761
Campo-Morena Village Library,San Diego County Library,32.6244,-116.4754,31356 Highway 94,Campo,91906,San Diego,(619) 478-5945
Cardiff Library,San Diego County Library,33.02203,-117.28144,2081 Newcastle Avenue,Cardiff,92007,San Diego,(760) 753-4027
Casa De Oro Library,San Diego County Library,32.74708,-116.98515,9805 Campo Rd. #180,Spring Valley,91977,San Diego,(619) 463-3236
Crest Library,San Diego County Library,32.80397,-116.86752,105 Juanita Lane,El Cajon,92021,San Diego,(619) 442-7083
Del Mar Library,San Diego County Library,32.95787,-117.26426,1309 Camino Del Mar,Del Mar,92014,San Diego,(858) 755-1666
Descanso Library,San Diego County Library,32.85925,-116.61478,9545 River Drive,Descanso,91916,San Diego,(619) 445-5279
El Cajon Library,San Diego County Library,32.7931,-116.96068,201 E. Douglas Ave,El Cajon,92020,San Diego,(619) 588-3718
Encinitas Library,San Diego County Library,33.04561,-117.29088,540 Cornish Dr.,Encinitas,92024,San Diego,(760) 753-7376
Fallbrook Library,San Diego County Library,33.38142,-117.25324,124 South Mission Road,Fallbrook,92028,San Diego,(760) 731-4650
Fletcher Hills Library,San Diego County Library,32.80188,-116.99777,576 Garfield Ave.,El Cajon,92020,San Diego,(619) 466-1132
Imperial Beach Library,San Diego County Library,32.57683,-117.11632,810 Imperial Beach Blvd.,Imperial Beach,91932,San Diego,(619) 424-6981
Jacumba Library,San Diego County Library,32.61733,-116.18713,44605 Old Highway 80,Jacumba,91934,San Diego,(619) 766-4608
Julian Library,San Diego County Library,33.07699,-116.59651,1850 Highway 78,Julian,92036,San Diego,(760) 765-0370
La Mesa Library,San Diego County Library,32.76623,-117.02328,8074 Allison Ave.,La Mesa,91942,San Diego,(619) 469-2151
Lakeside Library,San Diego County Library,32.8588,-116.92055,9839 Vine St.,Lakeside,92040,San Diego,(619) 443-1811
Lemon Grove Library,San Diego County Library,32.73866,-117.02936,3001 School Lane,Lemon Grove,91945,San Diego,(619) 463-9819
Lincoln Acres Library,San Diego County Library,32.66661,-117.07141,2725 Granger Avenue,National City,91950,San Diego,(619) 475-9880
Pine Valley Library,San Diego County Library,32.82368,-116.53135,28804 Old Highway 80,Pine Valley,91962,San Diego,(619) 473-8022
Potrero Library,San Diego County Library,32.61123,-116.61263,24883 Potrero Valley Road,Potrero,91963,San Diego,(619) 478-5978
Poway Library,San Diego County Library,32.95599,-117.0458,13137 Poway Road,Poway,92064,San Diego,(858) 513-2900
Ramona Library,San Diego County Library,33.03997,-116.87314,1275 Main Street,Ramona,92065,San Diego,(760) 788-5270
Rancho San Diego Library,San Diego County Library,32.74941,-116.92902,11555 Via Rancho San Diego,El Cajon,92019,San Diego,(619) 660-5370
Rancho Santa Fe Library,San Diego County Library,33.021,-117.20555,17040 Avenida De Acacias,Rancho Santa Fe,92067,San Diego,(858) 756-2512
San Marcos Library,San Diego County Library,33.14124,-117.16053,2 Civic Center Drive,San Marcos,92069,San Diego,(760) 891-3000
Santee Library,San Diego County Library,32.84504,-116.99741,9225 Carlton Hills Blvd. #17,Santee,92071,San Diego,(619) 448-1863
Solana Beach Library,San Diego County Library,32.99443,-117.2626,157 Stevens Avenue,Solana Beach,92075,San Diego,(858) 755-1404
Spring Valley Library,San Diego County Library,32.71231,-117.0024,836 Kempton Street,Spring Valley,91977,San Diego,(619) 463-3006
Valley Center Library,San Diego County Library,33.24255,-117.02446,29200 Cole Grade Road,Valley Center,92082,San Diego,(760) 749-1305
Vista Library,San Diego County Library,33.20192,-117.23264,700 Eucalyptus Ave.,Vista,92084,San Diego,(760) 643-5100
Allied Gardens / Benjamin Branch Library,San Diego Public Library,32.79311,-117.08148,5188 Zion Ave.,San Diego,92120,San Diego,(619) 533-3970
Balboa Branch Library,San Diego Public Library,32.82236,-117.17495,4255 Mt. Abernathy Ave.,San Diego,92117,San Diego,(858) 573-1390
Mountain View/Beckwourth Branch Library,San Diego Public Library,32.69803,-117.10262,721 San Pasqual St.,San Diego,92113,San Diego,(619) 527-3404
Carmel Mountain Ranch Branch Library,San Diego Public Library,32.98166,-117.07375,12095 World Trade Dr.,San Diego,92128,San Diego,(858) 538-8181
Carmel Valley Branch Library,San Diego Public Library,32.95224,-117.23069,3919 Townsgate Dr.,San Diego,92130,San Diego,(858) 552-1668
City Heights / Weingart Branch,San Diego Public Library,32.74745,-117.10037,3795 Fairmount Ave.,San Diego,92105,San Diego,(619) 641-6100
Clairemont Branch Library,San Diego Public Library,32.79363,-117.194,2920 Burgener Blvd.,San Diego,92110,San Diego,(858) 581-9935
College-Rolando Branch Library,San Diego Public Library,32.76937,-117.0561,6600 Montezuma Road,San Diego,92115,San Diego,(619) 533-3902
Kensington-Normal Heights Branch Library,San Diego Public Library,32.76307,-117.10679,4121 Adams Ave.,San Diego,92116,San Diego,(619) 533-3974
Linda Vista Branch Library,San Diego Public Library,32.78329,-117.17002,2160 Ulric St.,San Diego,92111,San Diego,(858) 573-1399
Logan Heights Branch Library,San Diego Public Library,32.69997,-117.13319,567 S. 28Th St.,San Diego,92113,San Diego,(619) 533-3968
"Valencia/Malcolm X Library & Performing Arts Center, Valencia",San Diego Public Library,32.71076,-117.08391,5148 Market St.,San Diego,92114,San Diego,(619) 527-3405
Mira Mesa Branch Library,San Diego Public Library,32.91522,-117.14266,8405 New Salem St.,San Diego,92126,San Diego,(858) 538-8165
Mission Hills Branch Library,San Diego Public Library,32.7496,-117.17196,925 W. Washington Street,San Diego,92103,San Diego,(619) 692-4910
Mission Valley,San Diego Public Library,32.77926,-117.12689,2123 Fenton Pkwy,San Diego,92108,San Diego,(858) 487-3751
North Clairemont Branch Library,San Diego Public Library,32.82837,-117.2065,4616 Clairemont Dr.,San Diego,92117,San Diego,(858) 581-9931
North Park Branch Library,San Diego Public Library,32.7472,-117.1268,3795 31St St.,San Diego,92104,San Diego,(619) 533-3972
North University Community Branch Library,San Diego Public Library,32.86762,-117.19917,8820 Judicial Drive,San Diego,92122,San Diego,(858) 581-9637
Oak Park Branch Library,San Diego Public Library,32.73505,-117.08008,2802 54Th St.,San Diego,92105,San Diego,(619) 527-3406
Ocean Beach Branch Library,San Diego Public Library,32.74548,-117.24722,4801 Santa Monica Ave.,San Diego,92107,San Diego,(619) 531-1532
Otay Mesa-Nestor Branch Library,San Diego Public Library,32.57668,-117.06796,3003 Coronado Ave.,San Diego,92154,San Diego,(619) 424-0474
Pacific Beach / Earl & Birdie Taylor Branch Library,San Diego Public Library,32.79421,-117.24993,4275 Cass St.,San Diego,92109,San Diego,(858) 581-9934
Paradise Hills Branch Library,San Diego Public Library,32.67267,-117.06118,5922 Rancho Hills Dr.,San Diego,92139,San Diego,(619) 527-3461
Point Loma/Hervey Branch Libray,San Diego Public Library,32.74012,-117.22944,3701 Voltaire Street,San Diego,92107,San Diego,(619) 531-1539
Rancho Bernardo Branch Library,San Diego Public Library,33.02492,-117.07541,17110 Bernardo Center Dr.,San Diego,92128,San Diego,(858) 538-8163
Rancho Penasquitos Branch Library,San Diego Public Library,32.95946,-117.12209,13355 Salmon River Rd.,San Diego,92129,San Diego,(858) 538-8159
La Jolla / Riford Branch Library,San Diego Public Library,32.84092,-117.27615,7555 Draper Avenue,La Jolla,92037,San Diego,(858) 552-1657
San Carlos Branch Library,San Diego Public Library,32.802,-117.04057,7265 Jackson Dr.,San Diego,92119,San Diego,(619) 527-3430
San Diego Central Library,San Diego Public Library,32.70821,-117.15428,820 E St.,San Diego,92101,San Diego,(619) 236-5830
San Ysidro Branch Library,San Diego Public Library,32.55813,-117.04348,4235 Beyer Blvd.,San Diego,92173,San Diego,(619) 424-0475
Scripps Miramar Ranch Library Center,San Diego Public Library,32.91124,-117.10532,10301 Scripps Lake Drive,San Diego,92131,San Diego,(858) 538-8158
Serra Mesa Branch Library,San Diego Public Library,32.80919,-117.13367,9005 Aero Drive,San Diego,92123,San Diego,(858) 573-1396
Skyline Hills Branch Library,San Diego Public Library,32.69715,-117.02661,7900 Paradise Valley Road,San Diego,92139,San Diego,(619) 527-3485
Tierrasanta Branch Library,San Diego Public Library,32.82083,-117.09805,4985 La Cuenta Dr.,San Diego,92124,San Diego,(858) 573-1384
University Community Branch Library,San Diego Public Library,32.85403,-117.20096,4155 Governor Dr.,San Diego,92122,San Diego,(858) 552-1655
University Heights Branch Library,San Diego Public Library,32.75384,-117.14591,4193 Park Blvd.,San Diego,92103,San Diego,(619) 692-4912
