name,library_system,latitude,longitude,address,city,zip_code,county,phone
Eleanor N. Wilson Branch Library,Kern County Library,35.33189,-119.02376,1901 Wilson Road,Bakersfield,93304,Kern,(661) 834-4044
Frazier Park Branch Library,Kern County Library,34.81924,-118.94845,3732 Park Drive,Frazier Park,93225,Kern,(661) 245-1267
Holloway-Gonzales Branch Library,Kern County Library,35.35424,-118.9984,506 E. Brundage Lane,Bakersfield,93307,Kern,(661) 861-2083
Beale Memorial Library,Kern County Library,35.37267,-119.01005,701 Truxtun Avenue,Bakersfield,93301,Kern,(661) 868-0701
Kern River Valley Branch Library,Kern County Library,35.63772,-118.46687,7054 Lake Isabella Blvd.,Lake Isabella,93240,Kern,(760) 549-2083
Lamont Branch Library,Kern County Library,35.25642,-118.91128,8304 Segrue Road,Lamont,93241,Kern,(661) 845-3471
Mcfarland Branch Library,Kern County Library,35.67829,-119.2343,500 W. Kern Avenue,Mcfarland,93250,Kern,(661) 792-2318
Mojave Branch Library,Kern County Library,35.04881,-118.16766,15555 O St,Mojave,93501,Kern,(661) 824-2243
Northeast Branch Library,Kern County Library,35.39876,-118.95106,2671 Oswell Street,Bakersfield,93306,Kern,(661) 871-9017
Rathbun Branch Library,Kern County Library,35.42712,-119.02407,200 W. China Grade Loop,Bakersfield,93308,Kern,(661) 393-6431
Ridgecrest Branch Library,Kern County Library,35.62902,-117.66865,131 E. Las Flores Avenue,Ridgecrest,93555,Kern,(760) 384-5870
Rosamond Branch Library,Kern County Library,34.86431,-118.19537,3611 Rosamond Blvd.,Rosamond,93560,Kern,(661) 256-3236
Southwest Branch Library,Kern County Library,35.33934,-119.09553,8301 Ming Avenue,Bakersfield,93311,Kern,(661) 664-7716
Taft Branch Library,Kern County Library,35.14933,-119.45919,27 Cougar Court,Taft,93268,Kern,(661) 763-3294
Tehachapi Branch Library,Kern County Library,35.13055,-118.44759,212 Green Street,Tehachapi,93561,Kern,(661) 822-4938
Wasco Branch Library,Kern County Library,35.59715,-119.33843,1102 -7Th Street,Wasco,93280,Kern,(661) 758-2114
Armona Community Library,Kings County Library,36.31184,-119.70662,11115 C St.,Armona,93202,Kings,(559) 583-5005
Avenal Library,Kings County Library,36.00286,-120.13074,501 E. Kings St.,Avenal,93204,Kings,(559) 386-5741
Corcoran Library,Kings County Library,36.09947,-119.5593,1001-A Chittenden,Corcoran,93212,Kings,(559) 992-3314
Hanford Library,Kings County Library,36.32934,-119.64533,401 N. Douty St.,Hanford,93230,Kings,(559) 582-0261
Kettleman City Library,Kings County Library,36.00686,-119.96023,105 Becky Pease St.,Kettleman City,93239,Kings,(559) 386-9804
Lemoore Library,Kings County Library,36.29999,-119.78752,457 C St.,Lemoore,93245,Kings,(559) 924-2188
Stratford,Kings County Library,36.18941,-119.82352,20300 Main St.,Stratford,93266,Kings,(559) 947-3003
Lompoc Public Library,Lompoc Public Library,34.65372,-120.45201,501 E. North Ave.,Lompoc,93436,Santa Barbara,(805) 875-8775
Village Branch Library,Lompoc Public Library,34.70036,-120.4667,3755 Constellation Road,Lompoc,93436,Santa Barbara,(805) 733-3323
Moorpark City Library,Moorpark City Library,34.28631,-118.88257,699 Moorpark Avenue,Moorpark,93021,Ventura,(805) 517-6370
Colonia Branch Library,Oxnard Public Library,34.20583,-119.16314,1500 Camino Del Sol #26,Oxnard,93030,Ventura,(805) 385-8108
Oxnard Public Library,Oxnard Public Library,34.20098,-119.1789,251 South A St.,Oxnard,93030,Ventura,(805) 385-7500
South Oxnard Branch Library,Oxnard Public Library,34.16066,-119.17731,4300 Saviers Road,Oxnard,93033,Ventura,(805) 385-8129
Porterville Public Library,Porterville Public Library,36.06571,-119.02003,"50 W. Olive Ave., Suite B",Porterville,93257,Tulare,(559) 784-0177
Atascadero Library,San Luis Obispo City-County Library,35.48919,-120.66391,6555 Capistrano,Atascadero,93422,San Luis Obispo,(805) 461-6161
Cambria Library,San Luis Obispo City-County Library,35.56497,-121.09625,1043 Main St.,Cambria,93428,San Luis Obispo,(805) 927-4336
Cayucos Library,San Luis Obispo City-County Library,35.4523,-120.90556,310 B Street,Cayucos,93430,San Luis Obispo,(805) 995-3312
Creston Library,San Luis Obispo City-County Library,35.51886,-120.52362,6290 Adams,Creston,93432,San Luis Obispo,(805) 239-3010
Los Osos Library,San Luis Obispo City-County Library,35.31325,-120.83756,2075 Palisades Ave.,Los Osos,93402,San Luis Obispo,(805) 528-1862
Morro Bay Library,San Luis Obispo City-County Library,35.36716,-120.84626,625 Harbor St.,Morro Bay,93442,San Luis Obispo,(805) 772-6394
Nipomo Library,San Luis Obispo City-County Library,35.02891,-120.49701,918 W. Tefft,Nipomo,93444,San Luis Obispo,(805) 929-3994
Oceano,San Luis Obispo City-County Library,35.10257,-120.61236,1551 17Th Street,Oceano,93445,San Luis Obispo,(805) 474-7478
San Luis Obispo City-County Library,San Luis Obispo City-County Library,35.28226,-120.66219,995 Palm St.,San Luis Obispo,93401,San Luis Obispo,(805) 781-5991
San Miguel Library,San Luis Obispo City-County Library,35.75154,-120.69831,254 13Th St.,San Miguel,93451,San Luis Obispo,(805) 467-3224
Santa Margarita Library,San Luis Obispo City-County Library,35.38823,-120.60816,9630 Murphy St.,Santa Margarita,93453,San Luis Obispo,(805) 438-5622
Shandon Library,San Luis Obispo City-County Library,35.65524,-120.37557,240 East Centre Street,Shandon,93461,San Luis Obispo,(805) 237-3009
Shell Beach Library,San Luis Obispo City-County Library,35.15465,-120.66964,230 Leeward Avenue,Shell Beach,93449,San Luis Obispo,(805) 773-2263
South County Library,San Luis Obispo City-County Library,35.12454,-120.58974,800 W. Branch St.,Arroyo Grande,93420,San Luis Obispo,(805) 473-7161
Carpinteria Library,Santa Barbara Public Library,34.39744,-119.51704,5141 Carpinteria Ave.,Carpinteria,93013,Santa Barbara,(805) 684-4314
Eastside Library,Santa Barbara Public Library,34.42657,-119.68005,1102 E. Montecito St.,Santa Barbara,93103,Santa Barbara,(805) 963-3727
Montecito Library,Santa Barbara Public Library,34.43672,-119.63348,1469 E. Valley Rd,Montecito,93108,Santa Barbara,(805) 969-5063
Santa Barbara Public Library,Santa Barbara Public Library,34.42398,-119.70332,40 E. Anapamu St.,Santa Barbara,93101,Santa Barbara,(805) 962-7653
Cuyama Library,Santa Maria Public Library,34.94529,-119.6828,4689 Highway 166,Cuyama,93254,Santa Barbara,(661) 766-2490
Guadalupe Library,Santa Maria Public Library,34.95777,-120.57787,"4719 W. Main St., Unit D",Guadalupe,93434,Santa Barbara,(805) 343-1405
Los Alamos Library,Santa Maria Public Library,34.74063,-120.27822,405 Helena St,Los Alamos,93440,Santa Barbara,(805) 344-1025
Orcutt Library,Santa Maria Public Library,34.86472,-120.44825,175 S. Broadway,Orcutt,93455,Santa Barbara,(805) 937-6483
Santa Maria Public Library,Santa Maria Public Library,34.94857,-120.43531,421 S. Mcclelland St.,Santa Maria,93454,Santa Barbara,(805) 925-0994
Shafter Library,Shafter Library,35.50385,-119.2775,"236 James Street, Suite 2",Shafter,93263,Kern,(661) 746-2156
Newbury Park Branch Library,Thousand Oaks Library,34.18179,-118.92871,2331 Borchard Road,Newbury Park,91320,Ventura,(805) 498-2139
Thousand Oaks Library,Thousand Oaks Library,34.20122,-118.85267,1401 E. Janss Rd.,Thousand Oaks,91362,Ventura,(805) 449-2660
Alpaugh Branch Library,Tulare County Free Library,35.88788,-119.48686,3816 Ave. 54,Alpaugh,93201,Tulare,(559) 949-8355
Dinuba Branch Library,Tulare County Free Library,36.54328,-119.38707,150 S. I St.,Dinuba,93618,Tulare,(559) 591-5828
Earlimart Library,Tulare County Free Library,35.88492,-119.26914,780 E. Washington St.,Earlimart,93219,Tulare,(661) 849-2525
Exeter Library,Tulare County Free Library,36.29403,-119.13856,230 E. Chestnut,Exeter,93221,Tulare,(559) 592-5361
Farmersville Branch Library,Tulare County Free Library,36.30206,-119.20293,623 N. Avery Ave.,Farmersville,93223,Tulare,(559) 592-0001
Ivanhoe Library,Tulare County Free Library,36.38717,-119.21789,15964 Heather,Ivanhoe,93235,Tulare,(559) 798-1264
Lindsay Library,Tulare County Free Library,36.20357,-119.08949,157 N Mirage St,Lindsay,93247,Tulare,(559) 562-3021
London Branch Library,Tulare County Free Library,36.47698,-119.44491,5711 Ave. 378,Dinuba,93618,Tulare,(559) 591-1017
Orosi Branch Library,Tulare County Free Library,36.54498,-119.29043,12646 Ave. 416,Orosi,93647,Tulare,(559) 591-5830
Pixley Library,Tulare County Free Library,35.96533,-119.29142,"927 S Center St, #B",Pixley,93256,Tulare,(559) 757-1010
Springville Library,Tulare County Free Library,36.13374,-118.813,35800 Hwy 190 (Sequoia Dawn),Springville,93265,Tulare,(559) 539-2624
Strathmore Library,Tulare County Free Library,36.1465,-119.05804,19646 Road 230,Strathmore,93267,Tulare,(559) 568-1087
Terra Bella Library,Tulare County Free Library,35.95579,-119.03967,23825 Ave. 92,Terra Bella,93270,Tulare,(559) 535-5583
Three Rivers Library,Tulare County Free Library,36.44222,-118.90123,42052 Eggers Dr.,Three Rivers,93271,Tulare,(559) 561-4564
Tipton Library,Tulare County Free Library,36.06079,-119.31029,301 E. Woods Ave.,Tipton,93272,Tulare,(559) 752-4236
Visalia Branch Library,Tulare County Free Library,36.33212,-119.29346,200 W. Oak,Visalia,93291,Tulare,(559) 713-2700
Woodlake Library,Tulare County Free Library,36.4202,-119.10282,400 W. Whitney,Woodlake,93286,Tulare,(559) 564-4824
Tulare Public Library,Tulare Public Library,36.21321,-119.34513,475 North M Street,Tulare,93274,Tulare,(559) 685-4500
Avenue Library,Ventura County Library,34.28868,-119.29845,606 N. Ventura Ave.,Ventura,93001,Ventura,(805) 643-6393
E. P. Foster Library,Ventura County Library,34.28122,-119.29085,651 E. Main St.,Ventura,93001,Ventura,(805) 648-2715
Fillmore Library,Ventura County Library,34.40463,-118.91498,502 Second St.,Fillmore,93015,Ventura,(805) 524-3355
Hill Road Library,Ventura County Library,34.26762,-119.20642,1070 S. Hill Rd.,Ventura,93003,Ventura,(805) 677-7180
Meiners Oaks Library,Ventura County Library,34.44925,-119.27781,114 N. Padre Juan Ave.,Meiners Oaks,93023,Ventura,(805) 646-4804
Oak Park Library,Ventura County Library,34.1805,-118.7649,899 N Kanan Rd.,Oak Park,91377,Ventura,(818) 889-2239
Oak View Library,Ventura County Library,34.39968,-119.30515,555 Mahoney Ave.,Oak View,93022,Ventura,(805) 649-1523
Ojai Library,Ventura County Library,34.44739,-119.24669,111 E. Ojai Ave.,Ojai,93023,Ventura,(805) 646-1639
Piru Library,Ventura County Library,34.41562,-118.79802,3811 Center St.,Piru,93040,Ventura,(805) 521-1753
Ray D. Prueter - Port Hueneme Library,Ventura County Library,34.15676,-119.19294,510 Park Ave.,Port Hueneme,93041,Ventura,(805) 486-5460
Saticoy Library,Ventura County Library,34.28357,-119.1481,1292 Los Angeles Ave.,Ventura,93004,Ventura,(805) 671-5148
Soliz Library,Ventura County Library,34.2371,-119.16825,2820 Jourdan St.,Oxnard,93036,Ventura,(805) 485-4515
Museum Of Ventura County Research Library,Ventura County Library,34.28066,-119.29931,100 E. Main St.,Ventura,93001,Ventura,(805) 653-0323
