name,library_system,latitude,longitude,address,city,zip_code,county,phone
Cal Aero Preserve Academy Branch Library,San Bernardino County Library,33.96535,-117.62343,15850 Main Street,Chino,91708,San Bernardino,(909) 606-2173
Carter Branch Library,San Bernardino County Library,34.14813,-117.40361,2630 N. Linden Avenue,Rialto,92377,San Bernardino,(909) 854-4100
Chino Branch Library,San Bernardino County Library,34.01396,-117.68973,13180 Central Ave.,Chino,91710,San Bernardino,(909) 465-5280
Chino Hills,San Bernardino County Library,33.99744,-117.73046,14020 City Center Drive,Chino Hills,91709,San Bernardino,(909) 590-5380
Crestline Branch Library,San Bernardino County Library,34.24199,-117.27703,24105 Lake Gregory Dr.,Crestline,92325,San Bernardino,(909) 338-3294
Fontana Lewis Library and Technology Center,San Bernardino County Library,34.1008,-117.43517,8437 Sierra Avenue,Fontana,92335,San Bernardino,(909) 574-4500
Grand Terrace Branch Library,San Bernardino County Library,34.03517,-117.30697,22795 Barton Rd.,Grand Terrace,92313,San Bernardino,(909) 783-0147
Hesperia Branch Library,San Bernardino County Library,34.42645,-117.31656,9650 Seventh Ave.,Hesperia,92345,San Bernardino,(760) 244-4898
Highland Sam J. Racadio Library and Environmental Learning Center,San Bernardino County Library,34.11064,-117.21658,7863 Central Avenue,Highland,92346,San Bernardino,(909) 425-4700
Joshua Tree Branch Library,San Bernardino County Library,34.1356,-116.31495,6465 Park Blvd.,Joshua Tree,92252,San Bernardino,(760) 366-8615
Kaiser Branch Library,San Bernardino County Library,34.05063,-117.49252,11155 Almond Ave.,Fontana,92337,San Bernardino,(909) 357-5900
Lake Arrowhead Branch Library,San Bernardino County Library,34.24641,-117.20923,27235 Highway 189,Blue Jay,92317,San Bernardino,(909) 337-3118
Loma Linda Branch Library,San Bernardino County Library,34.04723,-117.24637,25581 Barton Road,Loma Linda,92354,San Bernardino,(909) 796-8621
Janice Horst Lucerne Valley Branch Library,San Bernardino County Library,34.4436,-116.94111,33103 Old Woman Springs Rd.,Lucerne Valley,92356,San Bernardino,(760) 248-7521
Mentone Senior Center and Library,San Bernardino County Library,34.07091,-117.13419,1331 Opal Avenue,Mentone,92359,San Bernardino,(909) 794-0327
Montclair Branch Library,San Bernardino County Library,34.07282,-117.69326,9955 Fremont Ave.,Montclair,91763,San Bernardino,(909) 624-4671
Muscoy Baker Family Learning Center,San Bernardino County Library,34.14732,-117.34038,2818 Macy Street,Muscoy,92407,San Bernardino,(909) 887-5167
Needles Branch Library,San Bernardino County Library,34.83457,-114.61786,1111 Bailey,Needles,92363,San Bernardino,(760) 326-9255
Phelan Memorial Library,San Bernardino County Library,34.42844,-117.57536,9800 Clovis Road,Phelan,92371,San Bernardino,(760) 868-3054
Rialto Branch Library,San Bernardino County Library,34.10029,-117.374,251 W. First St.,Rialto,92376,San Bernardino,(909) 875-0144
Running Springs Branch Library,San Bernardino County Library,34.20635,-117.10478,2677 Whispering Pines,Running Springs,92382,San Bernardino,(909) 867-2554
Summit Branch Library,San Bernardino County Library,34.14826,-117.46441,15551 Summit Avenue,Fontana,92336,San Bernardino,(909) 357-5950
Trona Branch Library,San Bernardino County Library,35.75773,-117.37875,82805 Mt. View St.,Trona,93562,San Bernardino,(760) 372-5847
Twentynine Palms Branch Library,San Bernardino County Library,34.14339,-116.05473,6078 Adobe Rd.,Twentynine Palms,92277,San Bernardino,(760) 367-9519
Wrightwood Branch Library,San Bernardino County Library,34.35973,-117.63504,6011 Pine Street,Wrightwood,92397,San Bernardino,(760) 249-4577
Yucaipa Branch Library,San Bernardino County Library,34.03503,-117.05668,12040 Fifth St.,Yucaipa,92399,San Bernardino,(909) 790-3146
Yucca Valley Branch Library,San Bernardino County Library,34.12258,-116.4182,57098 Twentynine Palms Hwy.,Yucca Valley,92284,San Bernardino,(760) 228-5455
Dorothy Inghram Branch Library,San Bernardino Public Library,34.13543,-117.31858,1505 W. Highland Ave.,San Bernardino,92411,San Bernardino,(909) 887-4494
Howard M. Rowe Branch Library,San Bernardino Public Library,34.14978,-117.28474,108 E. Marshall Blvd.,San Bernardino,92404,San Bernardino,(909) 883-3411
Norman F. Feldheym Library,San Bernardino Public Library,34.10958,-117.2954,555 W. Sixth St.,San Bernardino,92410,San Bernardino,(909) 381-8201
Paul Villasenor Branch Library,San Bernardino Public Library,34.10891,-117.31358,525 N. Mt. Vernon Ave.,San Bernardino,92411,San Bernardino,(909) 383-5156
Upland Public Library,Upland Public Library,34.09881,-117.65031,450 N. Euclid Ave,Upland,91786,San Bernardino,(909) 931-4200
Victorville City Library,Victorville City Library,34.52315,-117.30357,15011 Circle Drive,Victorville,92395,San Bernardino,(760) 245-4222
Yorba Linda Public Library,Yorba Linda Public Library,33.89108,-117.81512,4852 Lakeview Ave.,Yorba Linda,92886,Orange,(714) 777-2873
