name,library_system,latitude,longitude,address,city,zip_code,county,phone
Orange Cove Branch Library,Fresno County Public Library,36.62425,-119.3153,815 Park Blvd.,Orange Cove,93646,Fresno,(559) 600-9292
Pinedale Branch Library,Fresno County Public Library,36.8405,-119.79422,7170 N. San Pablo,Pinedale,93650,Fresno,(559) 439-0486
Parlier Branch Library,Fresno County Public Library,36.61187,-119.53529,1130 E. Parlier Ave.,Parlier,93648,Fresno,(559) 646-3835
Piedra Station,Fresno County Public Library,36.82035,-119.38052,25385 Trimmer Springs Road,Piedra,93649,Fresno,(559) 787-3266
Politi Branch Library,Fresno County Public Library,36.82225,-119.77366,5771 N. First St.,Fresno,93710,Fresno,(559) 431-6450
Reedley Branch Library,Fresno County Public Library,36.59805,-119.44963,1027 E St.,Reedley,93654,Fresno,(559) 638-2818
Riverdale Branch Library,Fresno County Public Library,36.43112,-119.86162,20975 Malsbary,Riverdale,93656,Fresno,(559) 867-3381
San Joaquin Branch Library,Fresno County Public Library,36.60731,-120.18714,8781 Main St.,San Joaquin,93660,Fresno,(559) 693-2171
Sanger Branch Library,Fresno County Public Library,36.70615,-119.56283,1812 Seventh St.,Sanger,93657,Fresno,(559) 875-2435
Selma Branch Library,Fresno County Public Library,36.56747,-119.60939,2200 Selma St.,Selma,93662,Fresno,(559) 896-3393
Shaver Lake Branch Library,Fresno County Public Library,37.10215,-119.32095,41344 Tollhouse Rd.,Shaver Lake,93664,Fresno,(559) 841-3330
Sunnyside Branch Library,Fresno County Public Library,36.73484,-119.70125,5566 E. Kings Canyon Road,Fresno,93727,Fresno,(559) 600-6594
Talking Book Library For The Blind,Fresno County Public Library,36.7529,-119.79435,770 N. San Pablo Ave.,Fresno,93728,Fresno,(559) 600-3217
Teague Branch Library,Fresno County Public Library,36.80273,-119.88984,4725 N. Polk Ave.,Fresno,93722,Fresno,(559) 274-1005
Tranquillity Station,Fresno County Public Library,36.64951,-120.25132,25561 W Williams St,Tranquillity,93668,Fresno,(559) 698-5158
West Fresno Branch Library,Fresno County Public Library,36.72023,-119.81021,188 E. California Ave,Fresno,93706,Fresno,(559) 455-6066
Woodward Park Regional Library,Fresno County Public Library,36.8716,-119.76658,944 East Perrin Avenue,Fresno,93720,Fresno,(559) 600-3135
Harrison Memorial Library,Harrison Memorial Library,36.55509,-121.92355,Ocean Ave. & Lincoln Blvd.,Carmel,93921,Monterey,(831) 624-4629
Park Branch Library - Harrison Memorial,Harrison Memorial Library,36.55434,-121.92096,Mission & Sixth St.,Carmel,93921,Monterey,(831) 624-4664
Chowchilla Branch Library,Madera County Library,37.12289,-120.26186,300 Kings Ave.,Chowchilla,93610,Madera,(559) 665-2630
Madera Library,Madera County Library,36.96136,-120.06196,121 N. G St.,Madera,93637,Madera,(559) 675-7871
North Fork Branch Library,Madera County Library,37.22579,-119.51017,32908 Rd. 222,North Fork,93643,Madera,(559) 877-2387
Oakhurst Branch Library,Madera County Library,37.33085,-119.65331,49044 Civic Circle,Oakhurst,93644,Madera,(559) 683-4838
Madera Ranchos Branch Library,Madera County Library,36.92471,-119.86895,37398 Berkshire Drive,Madera,93636,Madera,(559) 645-1214
Bassett Memorial Library In Wawona,Mariposa County Library,37.5472,-119.64614,7971 Chilnualna Falls Road,Wawona,95389,Mariposa,(209) 375-6510
El Portal Library,Mariposa County Library,37.67326,-119.80663,9670 Rancheria Flat Road,El Portal,95318,Mariposa,(209) 379-2401
Mariposa Library,Mariposa County Library,37.48949,-119.96748,4978 10Th Street,Mariposa,95338,Mariposa,(209) 966-2140
Red Cloud Library,Mariposa County Library,37.74616,-120.13121,10332 C Fiske Rd.,Coulterville,95311,Mariposa,(209) 878-3692
Yosemite Library,Mariposa County Library,37.8651,-119.53833,Girls Club,Yosemite National Pa,95389,Mariposa,(209) 372-4552
Atwater Branch Library,Merced County Library,37.35083,-120.60617,1600 Third St.,Atwater,95301,Merced,(209) 358-6651
Delhi Educational Park Community Library,Merced County Library,37.42792,-120.77914,16114 Schendal Road,Delhi,95315,Merced,(209) 669-3169
Dos Palos Branch Library,Merced County Library,36.98489,-120.62783,2002 Almond,Dos Palos,93620,Merced,(209) 392-2155
Gustine Branch Library,Merced County Library,37.25787,-121.00208,205 Sixth St.,Gustine,95322,Merced,(209) 854-3013
Irwin-Hilmar Branch Library,Merced County Library,37.40318,-120.85114,20041 W. Falke St.,Hilmar,95324,Merced,(209) 632-0746
Le Grand Branch Library,Merced County Library,37.22842,-120.254,12949 Le Grand Road,Le Grand,95333,Merced,(209) 389-4541
Livingston Branch Library,Merced County Library,37.37946,-120.72372,1212 Main St.,Livingston,95334,Merced,(209) 394-7330
Los Banos Branch Library,Merced County Library,37.0563,-120.84725,1312 Seventh St.,Los Banos,93635,Merced,(209) 826-5254
Merced County Library,Merced County Library,37.30688,-120.48499,2100 O St.,Merced,95340,Merced,(209) 385-7484
Santa Nella Branch Library,Merced County Library,37.09385,-121.01932,29188 W. Centinella Ave.,Gustine,95322,Merced,(209) 826-6059
Snelling Branch Library,Merced County Library,37.51951,-120.4376,15916 N. Hwy. 59,Snelling,95369,Merced,(209) 563-6616
Winton Branch Library,Merced County Library,37.38926,-120.61455,7057 W. Walnut,Winton,95388,Merced,(209) 358-3651
Benton Library,Mono County Free Library,37.81683,-118.47709,25553 Highway 6,Benton,93512,Mono,(760) 933-2542
Bridgeport Library,Mono County Free Library,38.2572,-119.22904,94 N. School St.,Bridgeport,93517,Mono,(760) 932-7482
Coleville Library,Mono County Free Library,38.56846,-119.50946,111591 Us Highway 395,Coleville,96107,Mono,(530) 495-2788
Crowley Community Library,Mono County Free Library,37.56907,-118.75216,3627 Crowley Lake Drive,Crowley Lake,93546,Mono,(760) 935-4505
June Lake Library,Mono County Free Library,37.77773,-119.07747,90 W. Granite Ave.,June Lake,93529,Mono,(760) 648-7284
Lee Vining Library,Mono County Free Library,37.95759,-119.11994,51710 Hwy. 395,Lee Vining,93541,Mono,(760) 647-6123
Mammoth Lakes Library,Mono County Free Library,37.63976,-118.96328,400 Sierra Park Road,Mammoth Lakes,93546,Mono,(760) 934-4777
Aromas Branch Library,Monterey County Free Libraries,36.88871,-121.64374,389-D Blohm Avenue,Aromas,95004,Monterey,(831) 796-6128
Big Sur Branch Library,Monterey County Free Libraries,36.26472,-121.80111,Hwy. 1 At Ripplewood Resort,Big Sur,93920,Monterey,(831) 647-7660
Buena Vista Branch Library,Monterey County Free Libraries,36.60573,-121.64781,18250 Tara Dr.,Salinas,93908,Monterey,(831) 796-6060
Carmel Valley Branch Library,Monterey County Free Libraries,36.4806,-121.73482,65 W. Carmel Valley Rd.,Carmel Valley,93924,Monterey,(831) 647-7760
Castroville Branch Library,Monterey County Free Libraries,36.76768,-121.75757,11160 Speegle St,Castroville,95012,Monterey,(831) 769-8724
Gonzales Branch Library,Monterey County Free Libraries,36.51524,-121.43593,851 5Th St. Suite V,Gonzales,93926,Monterey,(831) 386-6872
Greenfield Branch Library,Monterey County Free Libraries,36.32232,-121.24578,315 El Camino Real,Greenfield,93927,Monterey,(831) 755-5878
Marina Branch Library,Monterey County Free Libraries,36.69142,-121.79965,190 Seaside Cr,Marina,93933,Monterey,(831) 883-7507
King City Branch Library,Monterey County Free Libraries,36.21234,-121.12799,402 Broadway,King City,93930,Monterey,(831) 386-6885
Pajaro Branch Library,Monterey County Free Libraries,36.90153,-121.74953,29 Bishop St.,Pajaro,95076,Monterey,(831) 796-6163
Parkfield Branch Library,Monterey County Free Libraries,35.89563,-120.4341,70643 Parkfield-Coalinga Rd.,San Miguel,93451,Monterey,(831) 385-7456
Prunedale Branch Library,Monterey County Free Libraries,36.80314,-121.66245,17822 Moro Rd.,Salinas,93907,Monterey,(831) 796-3080
San Ardo Branch Library,Monterey County Free Libraries,36.0187,-120.9076,62350 College,San Ardo,93450,Monterey,(831) 386-6858
San Lucas Branch Library,Monterey County Free Libraries,36.12913,-121.01897,54692 Teresa St.,San Lucas,93954,Monterey,(831) 386-6833
Seaside Branch Library,Monterey County Free Libraries,36.60318,-121.85255,550 Harcourt Ave.,Seaside,93955,Monterey,(831) 899-8222
Soledad Branch Library,Monterey County Free Libraries,36.43575,-121.32603,401 Gabilan Dr.,Soldedad,93960,Monterey,(831) 386-6890
Monterey Public Library,Monterey Public Library,36.59639,-121.89689,625 Pacific St.,Monterey,93940,Monterey,(831) 646-3933
Pacific Grove Public Library,Pacific Grove Public Library,36.62233,-121.91629,550 Central Ave.,Pacific Grove,93950,Monterey,(831) 648-5765
Library Study Center,Paso Robles City Library,35.652,-120.69453,3600 Oak St. #101,Paso Robles,93446,San Luis Obispo,(805) 237-4743
Paso Robles Public Library,Paso Robles City Library,35.62539,-120.69058,1000 Spring St.,Paso Robles,93446,San Luis Obispo,(805) 237-3870
Cesar Chavez Library,Salinas Public Library,36.68046,-121.60685,615 Williams Rd.,Salinas,93905,Monterey,(831) 758-7345
El Gabilan Library,Salinas Public Library,36.70506,-121.65251,1400 N. Main St.,Salinas,93906,Monterey,(831) 758-7302
John Steinbeck Library,Salinas Public Library,36.67202,-121.65729,350 Lincoln Ave.,Salinas,93901,Monterey,(831) 758-7311
San Benito County Free Library,San Benito County Free Library,36.85178,-121.40512,470 Fifth St.,Hollister,95023,San Benito,(831) 636-4107
Carl Martin Luck Memorial Library,San Juan Bautista City Library,36.84751,-121.54052,801 Second St.,San Juan Bautista,95045,San Benito,(831) 623-4687
Ceres Library,Stanislaus County Free Library,37.59295,-120.95495,2250 Magnolia,Ceres,95307,Stanislaus,(209) 537-8938
Denair Library,Stanislaus County Free Library,37.52747,-120.79349,4801 Kersey Rd.,Denair,95316,Stanislaus,(209) 634-1283
Empire Library,Stanislaus County Free Library,37.63752,-120.89896,98 I Street,Empire,95319,Stanislaus,(209) 524-5505
Hughson Library,Stanislaus County Free Library,37.59602,-120.86633,2412 3Rd St.,Hughson,95326,Stanislaus,(209) 883-2293
Keyes Library,Stanislaus County Free Library,37.55352,-120.9092,4420 Maud Ave.,Keyes,95328,Stanislaus,(209) 664-8006
Modesto Library,Stanislaus County Free Library,37.6432,-120.99355,1500 I St.,Modesto,95354,Stanislaus,(209) 558-7801
Newman Library,Stanislaus County Free Library,37.31635,-121.02771,1305 Kern St.,Newman,95360,Stanislaus,(209) 862-2010
Oakdale Library,Stanislaus County Free Library,37.7647,-120.84877,151 S. First Ave.,Oakdale,95361,Stanislaus,(209) 847-4204
Patterson Library,Stanislaus County Free Library,37.47166,-121.1317,46 N. Salado,Patterson,95363,Stanislaus,(209) 892-6473
Riverbank Library,Stanislaus County Free Library,37.73565,-120.93273,3442 Santa Fe Ave.,Riverbank,95367,Stanislaus,(209) 869-7008
Salida Library,Stanislaus County Free Library,37.70819,-121.07848,4835 Sisk Rd.,Salida,95368,Stanislaus,(209) 543-7353
Turlock Library,Stanislaus County Free Library,37.49789,-120.83946,550 Minaret Ave.,Turlock,95380,Stanislaus,(209) 664-8100
Waterford Library,Stanislaus County Free Library,37.64212,-120.76092,324 E St.,Waterford,95386,Stanislaus,(209) 874-2191
Arnold Rue Micro Library,Stockton-San Joaquin County Public Library,38.01108,-121.2828,5758 Lorraine Ave.,Stockton,95210,San Joaquin,(209) 937-8221
Escalon Library,Stockton-San Joaquin County Public Library,37.79499,-120.99225,1540 Second St.,Escalon,95320,San Joaquin,(866) 805-7323
Fair Oaks Library,Stockton-San Joaquin County Public Library,37.95486,-121.25615,2370 E. Main St.,Stockton,95205,San Joaquin,(209) 937-8221
Lathrop Library,Stockton-San Joaquin County Public Library,37.82547,-121.30011,450 Spartan Wy,Lathrop,95330,San Joaquin,(866) 805-7323
Linden Library,Stockton-San Joaquin County Public Library,38.02161,-121.08298,19059 E. Main St.,Linden,95236,San Joaquin,(866) 805-7323
Manteca Library,Stockton-San Joaquin County Public Library,37.7988,-121.21975,320 W. Center St.,Manteca,95336,San Joaquin,(866) 805-7323
Maya Angelou Library,Stockton-San Joaquin County Public Library,37.93417,-121.24645,2324 Pock Lane,Stockton,95205,San Joaquin,(209) 937-8221
Mountain House Library,Stockton-San Joaquin County Public Library,37.77879,-121.53649,201 East Main Street,Mountain House,95391,San Joaquin,(209) 805-7323
Ripon Library,Stockton-San Joaquin County Public Library,37.73961,-121.12626,333 W. Main St.,Ripon,95366,San Joaquin,(866) 805-7323
Cesar Chavez Central Library,Stockton-San Joaquin County Public Library,37.95887,-121.29223,605 N. El Dorado St.,Stockton,95202,San Joaquin,(209) 937-8221
Stribley Micro Library,Stockton-San Joaquin County Public Library,37.95196,-121.26615,1760 E. Sonora St.,Stockton,95205,San Joaquin,(209) 937-8221
Thornton Library,Stockton-San Joaquin County Public Library,38.22585,-121.4239,26341 N. Thornton Rd.,Thornton,95686,San Joaquin,(866) 805-7323
Tracy Branch Library,Stockton-San Joaquin County Public Library,37.74262,-121.42522,20 E. Eaton Ave,Tracy,95376,San Joaquin,(866) 805-7323
Margaret Troke Library,Stockton-San Joaquin County Public Library,38.01137,-121.31761,502 W. Benjamin Holt Dr.,Stockton,95207,San Joaquin,(209) 937-8221
Weston Ranch Library,Stockton-San Joaquin County Public Library,37.89771,-121.30656,1453 W. French Camp Road,Stockton,95206,San Joaquin,(209) 937-8221
Van Buskirk,Stockton-San Joaquin County Public Library,37.91904,-121.2968,734 Houston Ave.,Stockton,95206,San Joaquin,(209) 937-7358
Groveland Branch,Tuolumne County Library,37.84045,-120.22562,18990 Hwy 120,Groveland,95321,Tuolumne,(209) 962-6144
Tuolumne City Library,Tuolumne County Library,37.96086,-120.2397,18636 Main St.,Tuolumne,95379,Tuolumne,(209) 928-3612
Tuolumne County Library,Tuolumne County Library,37.98257,-120.3691,480 Greenley Rd.,Sonora,95370,Tuolumne,(209) 533-5945
Twain Harte Library,Tuolumne County Library,38.03907,-120.22545,18701 Tiffeni Suite 1F,Twain Harte,95383,Tuolumne,(209) 586-4501
Freedom Branch Library,Watsonville Public Library,36.93796,-121.77782,2021 Freedom Blvd.,Freedom,95019,Santa Cruz,(831) 768-3420
Watsonville Main Library,Watsonville Public Library,36.90854,-121.75563,"275 Main St., Suite 100",Watsonville,95076,Santa Cruz,(831) 768-3400
