name,library_system,latitude,longitude,address,city,zip_code,county,phone
Gardena Mayme Dear Library,LA County Library,33.88218,-118.30752,1731 West Gardena Blvd.,Gardena,90247,Los Angeles,(310) 323-6363
George Nye Jr. Library,LA County Library,33.84622,-118.10329,6600 Del Amo Blvd.,Lakewood,90713,Los Angeles,(562) 421-8497
Graham Library,LA County Library,33.95993,-118.23833,1900 East Firestone Blvd.,Los Angeles,90001,Los Angeles,(323) 582-2903
Hacienda Heights Library,LA County Library,33.99354,-117.96412,16010 La Monde St.,Hacienda Heights,91745,Los Angeles,(626) 968-9356
Hawaiian Gardens Library,LA County Library,33.83117,-118.07802,11940 Carson Street,Hawaiian Gardens,90716,Los Angeles,(562) 496-1212
Hawthorne Library,LA County Library,33.91721,-118.3545,12700 Grevillea Ave.,Hawthorne,90250,Los Angeles,(310) 679-8193
Hermosa Beach Library,LA County Library,33.86427,-118.39559,550 Pier Ave.,Hermosa Beach,90254,Los Angeles,(310) 379-8475
Hollydale Library,LA County Library,33.91773,-118.16872,12000 South Garfield Ave.,South Gate,90280,Los Angeles,(562) 634-0156
Huntington Park Library,LA County Library,33.98038,-118.21876,6518 Miles Ave.,Huntington Park,90255,Los Angeles,(323) 583-1461
La Canada Flintridge Library,LA County Library,34.20283,-118.19404,4545 North Oakwood Ave.,La Canada Flintridge,91011,Los Angeles,(818) 790-3330
La Crescenta Library,LA County Library,34.22468,-118.24037,2809 Foothill Blvd,La Crescenta,91214,Los Angeles,(818) 248-5313
La Mirada Library,LA County Library,33.9058,-118.01096,13800 La Mirada Blvd.,La Mirada,90638,Los Angeles,(562) 943-0277
La Puente Library,LA County Library,34.01936,-117.95112,15920 East Central Ave.,La Puente,91744,Los Angeles,(626) 968-4613
La Verne Library,LA County Library,34.11138,-117.76418,3640 D. St.,La Verne,91750,Los Angeles,(909) 596-1934
Lake Los Angeles Library,LA County Library,34.61702,-117.82772,"16921 East Ave. O, #A",Palmdale,93591,Los Angeles,(661) 264-0593
Lancaster Library,LA County Library,34.69848,-118.14025,601 W. Lancaster Blvd,Lancaster,93534,Los Angeles,(661) 948-5029
Lawndale Library,LA County Library,33.89852,-118.35446,14615 Burin Ave.,Lawndale,90260,Los Angeles,(310) 676-0177
Leland R. Weaver Library,LA County Library,33.94409,-118.20158,4035 Tweedy Blvd.,South Gate,90280,Los Angeles,(323) 567-8853
Lennox Library,LA County Library,33.93846,-118.35227,4359 Lennox Blvd,Lennox,90304,Los Angeles,(310) 674-0385
Littlerock Library,LA County Library,34.51992,-117.98874,35119 80Th Street East,Littlerock,93543,Los Angeles,(661) 944-4138
Live Oak Library,LA County Library,34.11013,-118.0131,4153 East Live Oak Ave.,Arcadia,91006,Los Angeles,(626) 446-8803
Lloyd Taber-Marina Del Rey Library,LA County Library,33.98289,-118.44311,4533 Admiralty Way,Marina Del Rey,90292,Los Angeles,(310) 821-3415
Lomita Library,LA County Library,33.80527,-118.31912,24200 Narbonne Ave.,Lomita,90717,Los Angeles,(310) 539-4515
Los Nietos Library,LA County Library,33.96473,-118.07317,8511 Duchess Dr.,Whittier,90606,Los Angeles,(562) 695-0708
Lynwood Library,LA County Library,33.9272,-118.19907,11320 Bullis Rd.,Lynwood,90262,Los Angeles,(310) 635-7121
Malibu Library,LA County Library,34.03697,-118.68863,23519 West Civic Center Way,Malibu,90265,Los Angeles,(310) 456-6438
Manhattan Beach Library,LA County Library,33.8869,-118.41038,1320 Highland Ave.,Manhattan Beach,90266,Los Angeles,(310) 545-8595
Masao W. Satow Library,LA County Library,33.90001,-118.32697,14433 South Crenshaw Blvd.,Gardena,90249,Los Angeles,(310) 679-0638
Maywood Cesar Chavez Library,LA County Library,33.98776,-118.18899,4323 East Slauson Ave.,Maywood,90270,Los Angeles,(323) 771-8600
Montebello Library,LA County Library,34.02076,-118.11547,1550 West Beverly Blvd.,Montebello,90640,Los Angeles,(323) 722-6551
Norwalk Library,LA County Library,33.91668,-118.06938,12350 Imperial Hwy.,Norwalk,90650,Los Angeles,(562) 868-0775
Norwood Library,LA County Library,34.08698,-118.01614,4550 North Peck Rd.,El Monte,91732,Los Angeles,(626) 443-3147
Paramount Library,LA County Library,33.88567,-118.161,16254 Colorado Ave.,Paramount,90723,Los Angeles,(562) 630-3171
Pico Rivera Library,LA County Library,33.99202,-118.08927,9001 Mines Ave.,Pico Rivera,90660,Los Angeles,(562) 942-7394
Quartz Hill Library,LA County Library,34.64621,-118.21817,42018 N. 50Th St. W.,Quartz Hill,93536,Los Angeles,(661) 943-2454
Rivera Library,LA County Library,33.96897,-118.10107,7828 S. Serapis Ave.,Pico Rivera,90660,Los Angeles,(562) 949-5485
Rosemead Library,LA County Library,34.08023,-118.07724,8800 Valley Blvd.,Rosemead,91770,Los Angeles,(626) 573-5220
Rowland Heights Library,LA County Library,33.98446,-117.88856,1850 Nogales St.,Rowland Heights,91748,Los Angeles,(626) 912-5348
San Dimas Library,LA County Library,34.10809,-117.80321,145 North Walnut Ave.,San Dimas,91773,Los Angeles,(909) 599-6738
San Fernando Library,LA County Library,34.28562,-118.4386,217 N. Maclay Ave.,San Fernando,91340,Los Angeles,(818) 365-6928
San Gabriel Library,LA County Library,34.09578,-118.09933,500 South Del Mar Ave.,San Gabriel,91776,Los Angeles,(626) 287-0761
Sorensen Library,LA County Library,33.9795,-118.06238,6934 Broadway Ave.,Whittier,90606,Los Angeles,(562) 695-3979
South El Monte Library,LA County Library,34.0448,-118.04665,1430 N. Central Ave.,South El Monte,91733,Los Angeles,(626) 443-4158
South Whittier Library,LA County Library,33.92549,-118.02456,11543 Colima Rd,Whittier,90604,Los Angeles,(562) 946-4415
Stevenson Ranch Express Library,LA County Library,34.39322,-118.5728,25950 The Old Road,Stevenson Ranch,91381,Los Angeles,(661) 287-5954
Sunkist Library,LA County Library,34.05524,-117.97675,840 North Puente Ave.,La Puente,91746,Los Angeles,(626) 960-2707
Temple City Library,LA County Library,34.10839,-118.05717,5939 Golden West Ave.,Temple City,91780,Los Angeles,(626) 285-2136
Topanga,LA County Library,34.08991,-118.60341,122 N. Topanga Canyon Blvd.,Topanga,90290,Los Angeles,(310) 455-3480
View Park Bebe Moore Campbell Library,LA County Library,33.99281,-118.34122,3854 West 54Th St.,Los Angeles,90043,Los Angeles,(323) 293-5371
Walnut Library,LA County Library,34.02596,-117.84369,21155 La Puente Rd.,Walnut,91789,Los Angeles,(909) 595-0757
West Covina Library,LA County Library,34.07106,-117.94037,1601 West Covina Pkwy.,West Covina,91790,Los Angeles,(626) 962-3541
West Hollywood Library,LA County Library,34.08168,-118.38427,625 North San Vicente Blvd.,West Hollywood,90069,Los Angeles,(310) 652-5340
Westlake Village Library,LA County Library,34.14455,-118.79901,31220 W. Oak Crest Drive,Westlake Village,91361,Los Angeles,(818) 865-9230
Willowbrook Library,LA County Library,33.92664,-118.23935,11737 Wilmington Ave.,Los Angeles,90059,Los Angeles,(323) 564-5698
Wiseburn Library,LA County Library,33.90979,-118.37345,5335 West 135Th St.,Hawthorne,90250,Los Angeles,(310) 643-8880
Woodcrest Library,LA County Library,33.93982,-118.29994,1340 West 106Th St.,Los Angeles,90044,Los Angeles,(323) 757-9373
Angeles Mesa Branch,Los Angeles Public Library,33.99483,-118.32286,2700 W. 52Nd St.,Los Angeles,90043,Los Angeles,(323) 292-4328
Arroyo Seco Regional Branch,Los Angeles Public Library,34.11383,-118.18633,6145 N. Figueroa St.,Los Angeles,90042,Los Angeles,(323) 255-0537
Ascot Branch,Los Angeles Public Library,33.97436,-118.27463,120 W. Florence Ave.,Los Angeles,90003,Los Angeles,(323) 759-4817
Atwater Village Branch,Los Angeles Public Library,34.12013,-118.25919,3379 Glendale Blvd.,Los Angeles,90039,Los Angeles,(323) 664-1353
Baldwin Hills Branch,Los Angeles Public Library,34.02821,-118.35265,2906 S. La Brea,Los Angeles,90016,Los Angeles,(323) 733-1196
Benjamin Franklin Branch,Los Angeles Public Library,34.04404,-118.21223,2200 E. First St.,Los Angeles,90033,Los Angeles,(323) 263-6901
Donald Bruce Kaufman Brentwood Branch,Los Angeles Public Library,34.05267,-118.46874,11820 San Vicente Blvd.,Los Angeles,90049,Los Angeles,(310) 575-8273
Cahuenga Branch,Los Angeles Public Library,34.09104,-118.28895,4591 Santa Monica Blvd.,Los Angeles,90029,Los Angeles,(323) 664-6418
Canoga Park Branch,Los Angeles Public Library,34.20136,-118.59015,20939 Sherman Way,Canoga Park,91303,Los Angeles,(818) 887-0320
Chatsworth,Los Angeles Public Library,34.257,-118.59246,21052 Devonshire St,Chatsworth,91311,Los Angeles,(818) 341-4276
Chinatown Branch,Los Angeles Public Library,34.06066,-118.24107,639 N. Hill St.,Los Angeles,90012,Los Angeles,(213) 620-0925
Cypress Park Branch,Los Angeles Public Library,34.09446,-118.22745,1150 Cypress Ave.,Los Angeles,90065,Los Angeles,(323) 224-0039
Will and Ariel Durant Branch,Los Angeles Public Library,34.09773,-118.34566,7140 W. Sunset Blvd.,Los Angeles,90046,Los Angeles,(323) 876-2741
Eagle Rock Branch,Los Angeles Public Library,34.13758,-118.21361,5027 Caspar Ave.,Los Angeles,90041,Los Angeles,(323) 250-7808
Echo Park Library,Los Angeles Public Library,34.06722,-118.25724,1410 W. Temple St.,Los Angeles,90026,Los Angeles,(213) 250-7808
Edendale Branch,Los Angeles Public Library,34.07817,-118.26232,2011 W. Sunset Blvd.,Los Angeles,90026,Los Angeles,(213) 207-3000
El Sereno Branch,Los Angeles Public Library,34.08922,-118.16851,5226 Huntington Dr. South,Los Angeles,90032,Los Angeles,(323) 225-9201
Encino-Tarzana Library,Los Angeles Public Library,34.16677,-118.53005,18231 Ventura Blvd.,Tarzana,91356,Los Angeles,(818) 343-1983
Exposition Park Regional Branch,Los Angeles Public Library,34.0144,-118.30862,3900 S. Western Ave.,Los Angeles,90062,Los Angeles,(323) 290-3113
Fairfax Branch,Los Angeles Public Library,34.07177,-118.35359,161 S. Gardner St.,Los Angeles,90036,Los Angeles,(323) 936-6191
Felipe De Neve Branch,Los Angeles Public Library,34.06331,-118.28397,2820 W. Sixth St.,Los Angeles,90057,Los Angeles,(213) 384-7676
Granada Hills Branch,Los Angeles Public Library,34.26428,-118.49762,10640 Petit Ave.,Granada Hills,91344,Los Angeles,(818) 368-5687
Harbor City-Harbor Gateway,Los Angeles Public Library,33.80695,-118.30731,24000 S. Western Ave.,Harbor City,90710,Los Angeles,(310) 534-9520
Goldwyn Hollywood Regional Branch,Los Angeles Public Library,34.10052,-118.32871,1623 Ivar Ave.,Los Angeles,90028,Los Angeles,(323) 856-8260
Hyde Park Branch,Los Angeles Public Library,33.97478,-118.3182,2205 Florence Av,Los Angeles,90043,Los Angeles,(323) 750-7241
Jefferson Branch,Los Angeles Public Library,34.02593,-118.31921,2211 W. Jefferson Blvd.,Los Angeles,90018,Los Angeles,(323) 734-8573
John C. Fremont Branch,Los Angeles Public Library,34.08371,-118.33382,6121 Melrose Ave.,Los Angeles,90038,Los Angeles,(323) 962-3521
John Muir Branch,Los Angeles Public Library,33.98152,-118.29208,1005 W. 64Th St.,Los Angeles,90044,Los Angeles,(323) 789-4800
Junipero Serra Branch,Los Angeles Public Library,34.00173,-118.27437,4607 S. Main St.,Los Angeles,90037,Los Angeles,(323) 234-1685
Lake View Terrace,Los Angeles Public Library,34.27277,-118.39391,12002 Osborne St.,Lake View Terrace,91342,Los Angeles,(818) 890-7404
Lincoln Heights Branch,Los Angeles Public Library,34.07616,-118.21401,2530 Workman St.,Los Angeles,90031,Los Angeles,(323) 226-1692
Little Tokyo Branch Library,Los Angeles Public Library,34.05007,-118.2438,203 S. Los Angeles Street,Los Angeles,90012,Los Angeles,(213) 612-0525
Los Feliz Branch,Los Angeles Public Library,34.10507,-118.28715,1874 Hillhurst Ave.,Los Angeles,90027,Los Angeles,(323) 913-4710
Malabar Branch,Los Angeles Public Library,34.05074,-118.19777,2801 Wabash Ave.,Los Angeles,90033,Los Angeles,(323) 263-1497
Mark Twain Branch,Los Angeles Public Library,33.94844,-118.28298,9621 S. Figueroa St.,Los Angeles,90039,Los Angeles,(323) 755-4088
Mar Vista Branch,Los Angeles Public Library,34.0057,-118.42904,12006 Venice Blvd.,Los Angeles,90066,Los Angeles,(310) 390-3454
Memorial Branch,Los Angeles Public Library,34.05735,-118.33157,4625 W. Olympic Blvd.,Los Angeles,90019,Los Angeles,(323) 938-2732
Mid-Valley Regional Branch,Los Angeles Public Library,34.23512,-118.4874,16244 Nordhoff St.,North Hills,91343,Los Angeles,(818) 895-3650
North Hollywood Regional Branch,Los Angeles Public Library,34.16564,-118.37948,5211 Tujunga Ave.,North Hollywood,91601,Los Angeles,(818) 766-7185
Northridge Branch,Los Angeles Public Library,34.23509,-118.5341,9051 Darby Ave.,Northridge,91325,Los Angeles,(818) 886-3640
Pacoima Branch,Los Angeles Public Library,34.26129,-118.42932,13605 Van Nuys Blvd.,Pacoima,91331,Los Angeles,(818) 899-5203
Palisades Branch,Los Angeles Public Library,34.044,-118.52513,861 Alma Real Dr.,Pacific Palisades,90272,Los Angeles,(310) 459-2754
Palms-Rancho Park Branch,Los Angeles Public Library,34.03364,-118.41824,2920 Overland Ave.,Los Angeles,90064,Los Angeles,(310) 840-2142
Panorama City Branch,Los Angeles Public Library,34.22193,-118.44641,14345 Roscoe Blvd.,Panorama City,91402,Los Angeles,(818) 894-4071
Pico Union Branch,Los Angeles Public Library,34.05094,-118.28009,1030 S. Alvarado St.,Los Angeles,90006,Los Angeles,(213) 368-7647
Pio Pico Koreatown Branch,Los Angeles Public Library,34.06004,-118.30711,694 S. Oxford,Los Angeles,90005,Los Angeles,(213) 368-7647
Platt Branch,Los Angeles Public Library,34.18623,-118.64136,23600 Victory Blvd.,Los Angeles,91367,Los Angeles,(818) 340-9386
Playa Vista Branch,Los Angeles Public Library,33.97021,-118.4256,6400 Playa Vista Drive,Playa Vista,90094,Los Angeles,(310) 437-6680
Porter Ranch Branch,Los Angeles Public Library,34.27763,-118.56005,11371 Tampa Ave.,Los Angeles,91326,Los Angeles,(818) 360-5706
Robert Louis Stevenson Branch,Los Angeles Public Library,34.02766,-118.19827,803 Spence St.,Los Angeles,90023,Los Angeles,(323) 268-4710
Robertson Branch,Los Angeles Public Library,34.04837,-118.38583,1719 S. Robertson Blvd.,Los Angeles,90035,Los Angeles,(310) 840-2147
San Pedro Regional Branch,Los Angeles Public Library,33.73574,-118.29295,931 S. Gaffey St.,San Pedro,90731,Los Angeles,(310) 548-7779
Sherman Oaks Branch,Los Angeles Public Library,34.15123,-118.44383,14245 Moorpark St.,Sherman Oaks,91423,Los Angeles,(818) 205-9716
Silver Lake Branch,Los Angeles Public Library,34.10034,-118.25965,2411 Glendale Blvd.,Los Angeles,90039,Los Angeles,(323) 913-7451
Studio City Branch,Los Angeles Public Library,34.1507,-118.40558,12511 Moorpark St.,Studio City,91604,Los Angeles,(818) 755-7873
Sunland-Tujunga Branch,Los Angeles Public Library,34.25825,-118.30131,7771 Foothill Blvd.,Tujunga,91042,Los Angeles,(818) 352-4481
Sun Valley Branch,Los Angeles Public Library,34.21488,-118.37095,7935 Vineland Ave.,Sun Valley,91352,Los Angeles,(818) 764-1138
Sylmar,Los Angeles Public Library,34.30879,-118.44785,14430 Polk St.,Sylmar,91342,Los Angeles,(818) 367-6102
Valley Plaza Branch,Los Angeles Public Library,34.19463,-118.40111,12311 Vanowen St.,North Hollywood,91605,Los Angeles,(818) 765-9251
Van Nuys Branch,Los Angeles Public Library,34.18395,-118.44628,6250 Sylmar Ave. Mall,Van Nuys,91401,Los Angeles,(818) 756-8453
Venice Branch,Los Angeles Public Library,33.98754,-118.46536,501 S. Venice Blvd.,Venice,90291,Los Angeles,(310) 821-1769
Vermont Square Branch,Los Angeles Public Library,33.99985,-118.2959,1201 W. 48Th St.,Los Angeles,90037,Los Angeles,(323) 290-7405
Vernon-Leon H. Washington Jr. Memorial Branch,Los Angeles Public Library,34.00262,-118.25612,4504 S. Central Ave.,Los Angeles,90011,Los Angeles,(323) 234-9106
Washington Irving Branch,Los Angeles Public Library,34.04016,-118.32916,4117 W. Washington Blvd.,Los Angeles,90018,Los Angeles,(323) 734-6303
Alma Reaves Woods Watts Branch,Los Angeles Public Library,33.94403,-118.24663,10205 Compton Ave.,Los Angeles,90002,Los Angeles,(323) 789-2850
Westchester -Loyola Village Branch,Los Angeles Public Library,33.95954,-118.41717,7114 W. Manchester Av.,Los Angeles,90045,Los Angeles,(310) 348-1096
West Los Angeles Regional Branch,Los Angeles Public Library,34.04572,-118.45019,11360 Santa Monica Blvd.,Los Angeles,90025,Los Angeles,(310) 575-8323
West Valley Regional Branch,Los Angeles Public Library,34.19335,-118.54808,19036 Vanowen St.,Reseda,91335,Los Angeles,(818) 345-9806
Westwood Branch,Los Angeles Public Library,34.05792,-118.44182,1246 Glendon Ave,Westwood,90024,Los Angeles,(310) 474-1739
Wilmington Branch,Los Angeles Public Library,33.78915,-118.2628,1300 North Avalon Blvd.,Wilmington,90744,Los Angeles,(310) 834-1082
Wilshire Branch,Los Angeles Public Library,34.07446,-118.31177,149 N. St. Andrews Pl.,Los Angeles,90004,Los Angeles,(323) 957-4550
Woodland Hills Branch,Los Angeles Public Library,34.16788,-118.61069,22200 Ventura Blvd.,Woodland Hills,91364,Los Angeles,(818) 226-0017
Central Library,Los Angeles Public Library,34.0505,-118.25565,630 West Fifth St.,Los Angeles,90071,Los Angeles,(213) 228-7571
Palmdale City Library,Palmdale City Library,34.57911,-118.11606,700 E. Palmdale Blvd.,Palmdale,93550,Los Angeles,(661) 267-5600
Malaga Cove Library,Palos Verdes Library District,33.79863,-118.38915,2400 Via Campesina,Palos Verdes Estates,90274,Los Angeles,(310) 377-9584
Miraleste Library,Palos Verdes Library District,33.75585,-118.33005,29089 Palos Verdes Dr. E.,Rancho Palos Verdes,90275,Los Angeles,(310) 377-9584
Peninsula Center Library,Palos Verdes Library District,33.77077,-118.37076,701 Silver Spur Road,Rolling Hills Estate,90274,Los Angeles,(310) 377-9584
The Annex,Palos Verdes Library District,33.77055,-118.37099,701 Silver Spur Road,Rolling Hills Estate,90274,Los Angeles,(310) 377-9584
Allendale Branch Library,Pasadena Public Library,34.12618,-118.1452,1130 S. Marengo Ave.,Pasadena,91106,Los Angeles,(626) 744-7260
Hastings Branch Library,Pasadena Public Library,34.15828,-118.08206,3325 E. Orange Grove Blvd.,Pasadena,91107,Los Angeles,(626) 744-7262
Hill Ave. Branch Library,Pasadena Public Library,34.14508,-118.12189,55 S. Hill Ave.,Pasadena,91106,Los Angeles,(626) 744-7264
La Pintoresca Branch Library,Pasadena Public Library,34.16927,-118.14962,1355 N. Raymond Ave.,Pasadena,91103,Los Angeles,(626) 744-7268
Lamanda Park Branch Library,Pasadena Public Library,34.14344,-118.09834,140 S. Altadena Dr.,Pasadena,91107,Los Angeles,(626) 744-7266
Linda Vista Branch Library,Pasadena Public Library,34.16999,-118.17766,1281 Bryant St.,Pasadena,91103,Los Angeles,(626) 744-7278
Pasadena Central Library,Pasadena Public Library,34.15,-118.14441,285 E. Walnut St.,Pasadena,91101,Los Angeles,(626) 744-4066
San Rafael Branch Library,Pasadena Public Library,34.13572,-118.17576,1240 Nithsdale,Pasadena,91105,Los Angeles,(626) 744-7270
Santa Catalina Branch Library,Pasadena Public Library,34.16929,-118.12987,999 E. Washington Blvd.,Pasadena,91104,Los Angeles,(626) 744-7272
Villa Parke Community Center Library,Pasadena Public Library,34.15457,-118.1429,363 E. Villa,Pasadena,91101,Los Angeles,(626) 744-6510
Redondo Beach North Branch Library,Redondo Beach Public Library,33.87254,-118.37678,2000 Artesia Boulevard,Redondo Beach,90278,Los Angeles,(310) 318-0677
Redondo Beach Public Library,Redondo Beach Public Library,33.84604,-118.38806,303 N. Pacific Coast Hwy,Redondo Beach,90277,Los Angeles,(310) 318-0675
Canyon Country Library,Santa Clarita Public Library,34.41648,-118.45906,18601 Soledad Cyn. Rd.,Santa Clarita,91351,Los Angeles,(661) 259-0750
Newhall Library,Santa Clarita Public Library,34.38162,-118.53028,24500 Main St.,Santa Clarita,91321,Los Angeles,(661) 259-0750
Valencia Library,Santa Clarita Public Library,34.4154,-118.55089,23743 Valencia Blvd.,Santa Clarita,91355,Los Angeles,(661) 259-0750
Fairview Branch Library,Santa Monica Public Library,34.01469,-118.46363,2101 Ocean Park Blvd.,Santa Monica,90405,Los Angeles,(310) 458-8681
Montana Avenue Branch Library,Santa Monica Public Library,34.03453,-118.49194,1704 Montana Ave.,Santa Monica,90403,Los Angeles,(310) 458-8682
